freq_norm,gain_mag,gain_mag_db,gain_phase_deg
0.1991,0.96664,-0.294701,-465.896
0.19915,0.966714,-0.294039,-466.009
0.1992,0.96679,-0.293355,-466.128
0.19925,0.966615,-0.294926,-466.247
0.1993,0.96652,-0.295787,-466.363
0.19935,0.966537,-0.295633,-466.478
0.1994,0.966575,-0.295291,-466.595
0.19945,0.966671,-0.294425,-466.717
0.1995,0.966542,-0.295587,-466.833
0.19955,0.96653,-0.295697,-466.945
0.1996,0.966449,-0.296425,-467.059
0.19965,0.966523,-0.295755,-467.18
0.1997,0.966587,-0.295183,-467.302
0.19975,0.966485,-0.296097,-467.422
0.1998,0.966463,-0.296291,-467.532
0.19985,0.966488,-0.296073,-467.639
0.1999,0.966556,-0.295463,-467.754
0.19995,0.966747,-0.293742,-467.878
0.2,0.96105,-0.345076,-468.004
0.20005,0.966697,-0.294196,-468.13
0.2001,0.966529,-0.295703,-468.239
0.20015,0.96652,-0.295787,-468.354
0.2002,0.966438,-0.296518,-468.469
0.20025,0.966308,-0.29769,-468.586
0.2003,0.966345,-0.297353,-468.703
0.20035,0.966308,-0.297685,-468.819
0.2004,0.966373,-0.297103,-468.937
0.20045,0.966437,-0.296533,-469.052
0.2005,0.966272,-0.298008,-469.17
0.20055,0.966285,-0.297898,-469.286
0.2006,0.966272,-0.298008,-469.402
0.20065,0.966325,-0.297538,-469.524
0.2007,0.966353,-0.297282,-469.64
0.20075,0.966291,-0.297841,-469.758
0.2008,0.966336,-0.297436,-469.869
0.20085,0.966265,-0.298077,-469.984
0.2009,0.966258,-0.298135,-470.103
0.20095,0.966238,-0.298318,-470.225
0.201,0.966112,-0.299453,-470.344
0.20105,0.966245,-0.298255,-470.458
0.2011,0.966282,-0.297922,-470.571
0.20115,0.966359,-0.297233,-470.691
0.2012,0.966192,-0.298734,-470.809
0.20125,0.965941,-0.300987,-470.928
0.2013,0.966126,-0.299322,-471.043
0.20135,0.966223,-0.298455,-471.158
0.2014,0.966248,-0.298227,-471.276
0.20145,0.966202,-0.29864,-471.394
0.2015,0.966013,-0.300341,-471.509
0.20155,0.965526,-0.304724,-471.623
0.2016,0.965901,-0.30135,-471.731
0.20165,0.966181,-0.298832,-471.865
0.2017,0.966155,-0.29906,-471.983
0.20175,0.966062,-0.299901,-472.096
0.2018,0.966048,-0.300028,-472.209
0.20185,0.966079,-0.299747,-472.325
0.2019,0.966023,-0.300247,-472.449
0.20195,0.966043,-0.300074,-472.568
0.202,0.965736,-0.302829,-472.682
0.20205,0.966062,-0.299896,-472.793
0.2021,0.966073,-0.299805,-472.911
0.20215,0.966041,-0.300091,-473.031
0.2022,0.96593,-0.301086,-473.153
0.20225,0.965844,-0.301859,-473.263
0.2023,0.965967,-0.30075,-473.383
0.20235,0.966015,-0.300322,-473.499
0.2024,0.966074,-0.299795,-473.617
0.20245,0.965907,-0.301295,-473.732
0.2025,0.965811,-0.302159,-473.849
0.20255,0.965881,-0.301524,-473.964
0.2026,0.965966,-0.300766,-474.087
0.20265,0.965991,-0.300536,-474.205
0.2027,0.965855,-0.301765,-474.331
0.20275,0.965812,-0.302151,-474.434
0.2028,0.965819,-0.302088,-474.547
0.20285,0.965867,-0.301654,-474.671
0.2029,0.965762,-0.3026,-474.779
0.20295,0.965849,-0.301812,-474.907
0.203,0.965745,-0.302752,-475.018
0.20305,0.965855,-0.301758,-475.133
0.2031,0.965844,-0.301859,-475.252
0.20315,0.965791,-0.302333,-475.374
0.2032,0.965528,-0.304705,-475.493
0.20325,0.965728,-0.302906,-475.609
0.2033,0.965826,-0.302021,-475.719
0.20335,0.965838,-0.301915,-475.837
0.2034,0.965761,-0.30261,-475.958
0.20345,0.965654,-0.303566,-476.076
0.2035,0.965586,-0.304181,-476.189
0.20355,0.965756,-0.302649,-476.308
0.2036,0.965809,-0.302178,-476.427
0.20365,0.965783,-0.302412,-476.546
0.2037,0.965669,-0.303431,-476.652
0.20375,0.965435,-0.305537,-476.772
0.2038,0.965651,-0.303593,-476.891
0.20385,0.965709,-0.303074,-477.012
0.2039,0.965698,-0.303177,-477.129
0.20395,0.965657,-0.303541,-477.244
0.204,0.966813,-0.293148,-477.355
0.20405,0.965646,-0.303643,-477.47
0.2041,0.965605,-0.304014,-477.596
0.20415,0.965588,-0.304165,-477.716
0.2042,0.965553,-0.304478,-477.829
0.20425,0.96558,-0.304237,-477.945
0.2043,0.965643,-0.303668,-478.065
0.20435,0.965608,-0.303986,-478.176
0.2044,0.965507,-0.304887,-478.297
0.20445,0.965486,-0.305084,-478.415
0.2045,0.965465,-0.305269,-478.529
0.20455,0.965645,-0.303647,-478.658
0.2046,0.965607,-0.303991,-478.766
0.20465,0.965502,-0.304937,-478.881
0.2047,0.965404,-0.305818,-478.997
0.20475,0.965432,-0.305564,-479.113
0.2048,0.965294,-0.306805,-479.221
0.20485,0.965547,-0.304533,-479.353
0.2049,0.965517,-0.304805,-479.469
0.20495,0.965463,-0.305291,-479.582
0.205,0.965067,-0.308853,-479.696
0.20505,0.965461,-0.305304,-479.816
0.2051,0.965423,-0.305649,-479.939
0.20515,0.965409,-0.305769,-480.053
0.2052,0.965405,-0.305809,-480.166
0.20525,0.965402,-0.305838,-480.28
0.2053,0.965438,-0.305512,-480.4
0.20535,0.965381,-0.306024,-480.519
0.2054,0.965288,-0.306858,-480.638
0.20545,0.965361,-0.306202,-480.755
0.2055,0.965341,-0.306382,-480.869
0.20555,0.965432,-0.30557,-480.987
0.2056,0.965432,-0.305566,-481.105
0.20565,0.965271,-0.307019,-481.222
0.2057,0.965252,-0.30719,-481.337
0.20575,0.965297,-0.306782,-481.455
0.2058,0.965371,-0.306119,-481.574
0.20585,0.965355,-0.306258,-481.693
0.2059,0.965257,-0.30714,-481.802
0.20595,0.965259,-0.307123,-481.919
0.206,0.964961,-0.309805,-482.037
0.20605,0.965279,-0.306939,-482.158
0.2061,0.965258,-0.307133,-482.279
0.20615,0.96526,-0.307109,-482.393
0.2062,0.965251,-0.307196,-482.504
0.20625,0.964564,-0.31338,-482.621
0.2063,0.965233,-0.307354,-482.741
0.20635,0.965264,-0.307078,-482.861
0.2064,0.964968,-0.309739,-482.978
0.20645,0.965246,-0.307236,-483.093
0.2065,0.965199,-0.307665,-483.207
0.20655,0.965243,-0.307263,-483.326
0.2066,0.965126,-0.308315,-483.445
0.20665,0.965082,-0.308718,-483.56
0.2067,0.965114,-0.308426,-483.68
0.20675,0.965156,-0.308046,-483.798
0.2068,0.965216,-0.307506,-483.913
0.20685,0.965146,-0.308139,-484.028
0.2069,0.964881,-0.310521,-484.153
0.20695,0.965111,-0.308456,-484.259
0.207,0.965025,-0.30923,-484.38
0.20705,0.965146,-0.308137,-484.503
0.2071,0.965148,-0.308123,-484.618
0.20715,0.965098,-0.308569,-484.73
0.2072,0.965122,-0.308353,-484.843
0.20725,0.965037,-0.309118,-484.961
0.2073,0.965052,-0.308988,-485.083
0.20735,0.965028,-0.309206,-485.204
0.2074,0.965026,-0.309224,-485.317
0.20745,0.9651,-0.308558,-485.431
0.2075,0.965062,-0.308899,-485.547
0.20755,0.96497,-0.309722,-485.668
0.2076,0.964954,-0.309868,-485.786
0.20765,0.965155,-0.308054,-485.907
0.2077,0.965029,-0.309195,-486.018
0.20775,0.965048,-0.309024,-486.136
0.2078,0.965036,-0.309132,-486.255
0.20785,0.96495,-0.309902,-486.368
0.2079,0.96493,-0.310082,-486.481
0.20795,0.964969,-0.309737,-486.6
0.208,0.966669,-0.294444,-486.664
0.20805,0.965001,-0.309446,-486.843
0.2081,0.964937,-0.310019,-486.958
0.20815,0.964914,-0.310232,-487.07
0.2082,0.964927,-0.310112,-487.184
0.20825,0.964928,-0.310103,-487.309
0.2083,0.964947,-0.30993,-487.43
0.20835,0.96494,-0.309997,-487.55
0.2084,0.964924,-0.310138,-487.662
0.20845,0.964948,-0.309917,-487.772
0.2085,0.964847,-0.310829,-487.888
0.20855,0.964853,-0.310779,-488.009
0.2086,0.964812,-0.311147,-488.127
0.20865,0.96486,-0.310712,-488.241
0.2087,0.964915,-0.310217,-488.353
0.20875,0.964719,-0.31198,-488.474
0.2088,0.964899,-0.310359,-488.593
0.20885,0.964796,-0.311288,-488.709
0.2089,0.964801,-0.311243,-488.826
0.20895,0.964914,-0.310227,-488.944
0.209,0.964811,-0.311153,-489.062
0.20905,0.964865,-0.310669,-489.179
0.2091,0.964784,-0.311401,-489.293
0.20915,0.964694,-0.312207,-489.407
0.2092,0.964772,-0.311504,-489.526
0.20925,0.964785,-0.311393,-489.648
0.2093,0.964715,-0.312018,-489.768
0.20935,0.964789,-0.311356,-489.879
0.2094,0.964812,-0.311143,-489.993
0.20945,0.964798,-0.31127,-490.111
0.2095,0.964676,-0.312369,-490.232
0.20955,0.964709,-0.312074,-490.358
0.2096,0.964507,-0.31389,-490.465
0.20965,0.964795,-0.311302,-490.577
0.2097,0.964809,-0.311177,-490.694
0.20975,0.964711,-0.31206,-490.813
0.2098,0.964675,-0.312382,-490.932
0.20985,0.964701,-0.312146,-491.05
0.2099,0.964714,-0.312031,-491.166
0.20995,0.964767,-0.311555,-491.286
0.21,0.964509,-0.313871,-491.403
0.21005,0.964677,-0.312364,-491.52
0.2101,0.964641,-0.312686,-491.63
0.21015,0.964677,-0.312364,-491.747
0.2102,0.964693,-0.31222,-491.868
0.21025,0.964657,-0.312539,-491.988
0.2103,0.964657,-0.312545,-492.102
0.21035,0.964647,-0.312634,-492.215
0.2104,0.964674,-0.312387,-492.332
0.21045,0.964603,-0.313028,-492.453
0.2105,0.964518,-0.313797,-492.575
0.21055,0.964525,-0.313734,-492.686
0.2106,0.964613,-0.312935,-492.804
0.21065,0.964658,-0.312535,-492.919
0.2107,0.964668,-0.312442,-493.037
0.21075,0.964567,-0.313351,-493.154
0.2108,0.964553,-0.313481,-493.272
0.21085,0.964604,-0.313017,-493.389
0.2109,0.964652,-0.31259,-493.507
0.21095,0.964588,-0.313159,-493.623
0.211,0.964501,-0.313951,-493.74
0.21105,0.964526,-0.313724,-493.855
0.2111,0.964542,-0.313581,-493.971
0.21115,0.964569,-0.313333,-494.091
0.2112,0.964388,-0.314964,-494.199
0.21125,0.964397,-0.314879,-494.327
0.2113,0.964562,-0.313394,-494.439
0.21135,0.964542,-0.313573,-494.555
0.2114,0.964541,-0.313589,-494.674
0.21145,0.964554,-0.313471,-494.795
0.2115,0.964465,-0.314269,-494.915
0.21155,0.964518,-0.313794,-495.032
0.2116,0.964565,-0.313373,-495.14
0.21165,0.964571,-0.313317,-495.259
0.2117,0.964507,-0.313896,-495.378
0.21175,0.964419,-0.314685,-495.497
0.2118,0.964452,-0.314387,-495.613
0.21185,0.964529,-0.313696,-495.729
0.2119,0.964545,-0.313552,-495.847
0.21195,0.964539,-0.313607,-495.965
0.212,0.965627,-0.303815,-496.081
0.21205,0.964427,-0.314614,-496.196
0.2121,0.964477,-0.314164,-496.315
0.21215,0.964491,-0.314034,-496.433
0.2122,0.964509,-0.313877,-496.549
0.21225,0.964441,-0.314485,-496.665
0.2123,0.964438,-0.314512,-496.776
0.21235,0.964438,-0.314518,-496.897
0.2124,0.964451,-0.314394,-497.017
0.21245,0.96448,-0.314131,-497.137
0.2125,0.961827,-0.338059,-497.253
0.21255,0.964437,-0.314524,-497.365
0.2126,0.964328,-0.315505,-497.48
0.21265,0.964427,-0.314614,-497.599
0.2127,0.964415,-0.314725,-497.718
0.21275,0.964317,-0.315602,-497.842
0.2128,0.964208,-0.316587,-497.955
0.21285,0.96446,-0.314317,-498.067
0.2129,0.964464,-0.314281,-498.186
0.21295,0.964404,-0.314823,-498.304
0.213,0.964243,-0.31627,-498.419
0.21305,0.964354,-0.315274,-498.536
0.2131,0.964402,-0.314837,-498.655
0.21315,0.964448,-0.314419,-498.773
0.2132,0.964399,-0.314864,-498.89
0.21325,0.964313,-0.315639,-499.003
0.2133,0.964365,-0.315167,-499.12
0.21335,0.96438,-0.315034,-499.24
0.2134,0.9644,-0.314856,-499.358
0.21345,0.964407,-0.31479,-499.478
0.2135,0.964292,-0.315831,-499.589
0.21355,0.964355,-0.315266,-499.704
0.2136,0.964386,-0.314981,-499.82
0.21365,0.964469,-0.314239,-499.94
0.2137,0.964309,-0.315676,-500.063
0.21375,0.964141,-0.317191,-500.175
0.2138,0.964388,-0.314961,-500.291
0.21385,0.964379,-0.315045,-500.406
0.2139,0.964354,-0.315271,-500.525
0.21395,0.964317,-0.315608,-500.645
0.214,0.963969,-0.318737,-500.762
0.21405,0.964314,-0.315631,-500.878
0.2141,0.964364,-0.315176,-500.995
0.21415,0.964406,-0.314798,-501.11
0.2142,0.964396,-0.314894,-501.227
0.21425,0.964251,-0.316198,-501.349
0.2143,0.964857,-0.310736,-501.453
0.21435,0.964457,-0.314339,-501.582
0.2144,0.964124,-0.317339,-501.69
0.21445,0.964249,-0.316213,-501.815
0.2145,0.964174,-0.316888,-501.927
0.21455,0.964387,-0.314976,-502.043
0.2146,0.964305,-0.315713,-502.164
0.21465,0.96429,-0.315845,-502.283
0.2147,0.964281,-0.315926,-502.401
0.21475,0.964259,-0.31613,-502.514
0.2148,0.964306,-0.315704,-502.63
0.21485,0.964278,-0.315952,-502.746
0.2149,0.964289,-0.315859,-502.868
0.21495,0.964211,-0.316558,-502.984
0.215,0.963864,-0.319688,-503.101
0.21505,0.964331,-0.315473,-503.221
0.2151,0.964314,-0.315629,-503.334
0.21515,0.964268,-0.316045,-503.452
0.2152,0.964262,-0.316103,-503.566
0.21525,0.964185,-0.316794,-503.682
0.2153,0.964272,-0.31601,-503.802
0.21535,0.964309,-0.315679,-503.92
0.2154,0.964264,-0.316085,-504.037
0.21545,0.964248,-0.316221,-504.15
0.2155,0.964155,-0.317061,-504.267
0.21555,0.964245,-0.316254,-504.386
0.2156,0.964232,-0.316373,-504.506
0.21565,0.964228,-0.316402,-504.62
0.2157,0.964234,-0.31635,-504.738
0.21575,0.964224,-0.316439,-504.853
0.2158,0.964253,-0.316176,-504.971
0.21585,0.964243,-0.316267,-505.089
0.2159,0.964176,-0.316877,-505.208
0.21595,0.964205,-0.31661,-505.325
0.216,0.965915,-0.301221,-505.439
0.21605,0.964205,-0.316614,-505.557
0.2161,0.964242,-0.316282,-505.672
0.21615,0.964199,-0.316663,-505.791
0.2162,0.964152,-0.317092,-505.907
0.21625,0.964016,-0.318319,-506.025
0.2163,0.964269,-0.316039,-506.144
0.21635,0.964261,-0.316108,-506.262
0.2164,0.964215,-0.316525,-506.376
0.21645,0.964249,-0.316214,-506.495
0.2165,0.964119,-0.317387,-506.604
0.21655,0.964229,-0.316393,-506.727
0.2166,0.964221,-0.316467,-506.846
0.21665,0.964277,-0.315965,-506.965
0.2167,0.964198,-0.316677,-507.074
0.21675,0.964203,-0.316634,-507.191
0.2168,0.964278,-0.315957,-507.311
0.21685,0.964189,-0.316754,-507.432
0.2169,0.96417,-0.316929,-507.549
0.21695,0.964186,-0.31678,-507.662
0.217,0.964118,-0.317397,-507.779
0.21705,0.964244,-0.316259,-507.897
0.2171,0.96417,-0.316926,-508.015
0.21715,0.964172,-0.316914,-508.133
0.2172,0.964191,-0.316736,-508.248
0.21725,0.96418,-0.316841,-508.363
0.2173,0.964264,-0.316083,-508.478
0.21735,0.964261,-0.316106,-508.599
0.2174,0.964505,-0.313909,-508.669
0.21745,0.964131,-0.317277,-508.836
0.2175,0.964141,-0.317192,-508.951
0.21755,0.964226,-0.316423,-509.066
0.2176,0.96399,-0.31855,-509.176
0.21765,0.964197,-0.316685,-509.301
0.2177,0.964195,-0.316698,-509.415
0.21775,0.964187,-0.316778,-509.534
0.2178,0.9642,-0.316658,-509.654
0.21785,0.964172,-0.316909,-509.774
0.2179,0.964208,-0.316583,-509.887
0.21795,0.964207,-0.316596,-510.004
0.218,0.963913,-0.319245,-510.118
0.21805,0.964211,-0.316556,-510.236
0.2181,0.964141,-0.317185,-510.353
0.21815,0.964159,-0.31703,-510.472
0.2182,0.96416,-0.317017,-510.588
0.21825,0.964211,-0.316559,-510.706
0.2183,0.964238,-0.316315,-510.821
0.21835,0.964192,-0.316731,-510.939
0.2184,0.964204,-0.316618,-511.059
0.21845,0.964171,-0.31692,-511.173
0.2185,0.964142,-0.317177,-511.29
0.21855,0.964231,-0.316377,-511.409
0.2186,0.9642,-0.316658,-511.526
0.21865,0.964172,-0.316907,-511.64
0.2187,0.964188,-0.316766,-511.755
0.21875,0.975382,-0.216506,-511.875
0.2188,0.964185,-0.316794,-511.995
0.21885,0.964187,-0.316771,-512.111
0.2189,0.964196,-0.316692,-512.226
0.21895,0.964217,-0.316504,-512.341
0.219,0.964117,-0.317404,-512.459
0.21905,0.96419,-0.316749,-512.579
0.2191,0.964131,-0.317278,-512.695
0.21915,0.964181,-0.316832,-512.811
0.2192,0.964026,-0.318228,-512.929
0.21925,0.964205,-0.316616,-513.045
0.2193,0.964273,-0.316003,-513.159
0.21935,0.964155,-0.317067,-513.28
0.2194,0.964151,-0.3171,-513.395
0.21945,0.964207,-0.316592,-513.512
0.2195,0.96416,-0.317014,-513.641
0.21955,0.964245,-0.316254,-513.749
0.2196,0.964203,-0.316628,-513.863
0.21965,0.964208,-0.316585,-513.98
0.2197,0.964216,-0.316513,-514.098
0.21975,0.964201,-0.316645,-514.217
0.2198,0.964226,-0.31642,-514.334
0.21985,0.964215,-0.316525,-514.449
0.2199,0.964227,-0.316417,-514.561
0.21995,0.964226,-0.316419,-514.681
0.22,0.966959,-0.291841,-514.8
0.22005,0.964203,-0.316629,-514.919
0.2201,0.964207,-0.316591,-515.036
0.22015,0.96428,-0.315933,-515.15
0.2202,0.96426,-0.316117,-515.266
0.22025,0.964222,-0.316461,-515.385
0.2203,0.964217,-0.316506,-515.502
0.22035,0.964209,-0.316578,-515.622
0.2204,0.964222,-0.316458,-515.737
0.22045,0.964273,-0.316003,-515.854
0.2205,0.9642,-0.316654,-515.97
0.22055,0.964252,-0.316192,-516.088
0.2206,0.964214,-0.316529,-516.202
0.22065,0.964237,-0.316326,-516.322
0.2207,0.964266,-0.316058,-516.439
0.22075,0.964226,-0.31642,-516.557
0.2208,0.964053,-0.317978,-516.663
0.22085,0.964243,-0.316273,-516.79
0.2209,0.964243,-0.316266,-516.905
0.22095,0.964268,-0.316041,-517.024
0.221,0.964162,-0.316995,-517.141
0.22105,0.964271,-0.316018,-517.257
0.2211,0.964254,-0.316171,-517.372
0.22115,0.964301,-0.315747,-517.491
0.2212,0.964295,-0.3158,-517.604
0.22125,0.964065,-0.317872,-517.725
0.2213,0.964251,-0.316201,-517.844
0.22135,0.964333,-0.315455,-517.96
0.2214,0.964286,-0.315887,-518.074
0.22145,0.9643,-0.315752,-518.193
0.2215,0.96423,-0.316388,-518.309
0.22155,0.964284,-0.315902,-518.425
0.2216,0.964312,-0.315651,-518.543
0.22165,0.964285,-0.315892,-518.661
0.2217,0.96434,-0.315397,-518.779
0.22175,0.964312,-0.315652,-518.897
0.2218,0.964288,-0.315862,-519.012
0.22185,0.964273,-0.316,-519.128
0.2219,0.964288,-0.315868,-519.244
0.22195,0.964316,-0.315614,-519.366
0.222,0.964032,-0.318168,-519.482
0.22205,0.96433,-0.31549,-519.598
0.2221,0.964355,-0.315258,-519.712
0.22215,0.964337,-0.315422,-519.824
0.2222,0.964019,-0.318289,-519.94
0.22225,0.964226,-0.316419,-520.044
0.2223,0.964322,-0.315561,-520.181
0.22235,0.96431,-0.315668,-520.301
0.2224,0.964165,-0.316974,-520.417
0.22245,0.964394,-0.314908,-520.531
0.2225,0.964294,-0.31581,-520.651
0.22255,0.964342,-0.315377,-520.763
0.2226,0.964317,-0.315602,-520.883
0.22265,0.964396,-0.314891,-521.005
0.2227,0.964393,-0.314918,-521.12
0.22275,0.964347,-0.315329,-521.235
0.2228,0.964381,-0.315027,-521.352
0.22285,0.96438,-0.31504,-521.467
0.2229,0.964383,-0.31501,-521.587
0.22295,0.964392,-0.314924,-521.704
0.223,0.964288,-0.315861,-521.821
0.22305,0.96442,-0.314672,-521.935
0.2231,0.964409,-0.314776,-522.051
0.22315,0.964436,-0.314531,-522.169
0.2232,0.964446,-0.314443,-522.287
0.22325,0.964363,-0.315192,-522.407
0.2233,0.964407,-0.314795,-522.519
0.22335,0.964418,-0.314697,-522.637
0.2234,0.964443,-0.314464,-522.757
0.22345,0.964448,-0.314425,-522.872
0.2235,0.964359,-0.315229,-522.989
0.22355,0.96443,-0.314583,-523.107
0.2236,0.964463,-0.314292,-523.225
0.22365,0.964492,-0.314026,-523.342
0.2237,0.964478,-0.31415,-523.46
0.22375,0.964259,-0.316129,-523.575
0.2238,0.964442,-0.314474,-523.689
0.22385,0.964465,-0.314272,-523.812
0.2239,0.964484,-0.314101,-523.927
0.22395,0.964488,-0.314063,-524.046
0.224,0.96616,-0.299015,-524.102
0.22405,0.964486,-0.314081,-524.276
0.2241,0.964498,-0.313972,-524.393
0.22415,0.964502,-0.313933,-524.511
0.2242,0.964495,-0.313997,-524.631
0.22425,0.964478,-0.314157,-524.746
0.2243,0.964562,-0.313397,-524.865
0.22435,0.964532,-0.313663,-524.978
0.2244,0.96453,-0.313686,-525.094
0.22445,0.96453,-0.313684,-525.214
0.2245,0.964449,-0.314416,-525.32
0.22455,0.964548,-0.313526,-525.446
0.2246,0.964532,-0.31367,-525.562
0.22465,0.964593,-0.313116,-525.681
0.2247,0.964588,-0.313162,-525.799
0.22475,0.964532,-0.313669,-525.915
0.2248,0.964598,-0.313074,-526.032
0.22485,0.964617,-0.312903,-526.15
0.2249,0.964611,-0.312954,-526.265
0.22495,0.964572,-0.313309,-526.384
0.225,0.97121,-0.253733,-526.499
0.22505,0.964573,-0.313301,-526.614
0.2251,0.964613,-0.312937,-526.734
0.22515,0.964615,-0.312924,-526.853
0.2252,0.964628,-0.312799,-526.968
0.22525,0.964604,-0.313021,-527.085
0.2253,0.964633,-0.312757,-527.199
0.22535,0.964632,-0.312768,-527.321
0.2254,0.964628,-0.3128,-527.437
0.22545,0.964663,-0.312486,-527.553
0.2255,0.964574,-0.313292,-527.669
0.22555,0.964685,-0.312288,-527.787
0.2256,0.964491,-0.31404,-527.903
0.22565,0.964689,-0.312249,-528.021
0.2257,0.964669,-0.312437,-528.138
0.22575,0.96464,-0.312691,-528.254
0.2258,0.964652,-0.312589,-528.367
0.22585,0.964723,-0.311947,-528.489
0.2259,0.964714,-0.312026,-528.606
0.22595,0.964715,-0.312017,-528.721
0.226,0.964413,-0.314737,-528.839
0.22605,0.964746,-0.311738,-528.956
0.2261,0.964726,-0.311923,-529.073
0.22615,0.964783,-0.311411,-529.194
0.2262,0.96474,-0.311798,-529.308
0.22625,0.964577,-0.313264,-529.424
0.2263,0.96481,-0.311166,-529.543
0.22635,0.964779,-0.311442,-529.659
0.2264,0.964835,-0.310941,-529.777
0.22645,0.964774,-0.311491,-529.894
0.2265,0.964742,-0.311774,-530.01
0.22655,0.964827,-0.311014,-530.128
0.2266,0.964884,-0.3105,-530.247
0.22665,0.964792,-0.311323,-530.363
0.2267,0.964828,-0.311003,-530.478
0.22675,0.964794,-0.311308,-530.595
0.2268,0.964854,-0.310772,-530.707
0.22685,0.964852,-0.31079,-530.829
0.2269,0.964868,-0.31064,-530.945
0.22695,0.964945,-0.309951,-531.067
0.227,0.964783,-0.311405,-531.178
0.22705,0.964883,-0.310503,-531.299
0.2271,0.964901,-0.310348,-531.415
0.22715,0.964902,-0.310335,-531.533
0.2272,0.964689,-0.312254,-531.635
0.22725,0.964876,-0.310573,-531.77
0.2273,0.964968,-0.309739,-531.888
0.22735,0.964916,-0.310207,-531.999
0.2274,0.964939,-0.310002,-532.117
0.22745,0.964962,-0.309795,-532.231
0.2275,0.964931,-0.310073,-532.35
0.22755,0.964972,-0.309705,-532.465
0.2276,0.964981,-0.309624,-532.585
0.22765,0.964959,-0.309823,-532.701
0.2277,0.964971,-0.309711,-532.817
0.22775,0.96497,-0.309724,-532.935
0.2278,0.965021,-0.309265,-533.05
0.22785,0.965008,-0.309383,-533.166
0.2279,0.965017,-0.309301,-533.286
0.22795,0.965043,-0.309062,-533.404
0.228,0.966215,-0.298522,-533.52
0.22805,0.965046,-0.309042,-533.636
0.2281,0.965065,-0.308873,-533.754
0.22815,0.965088,-0.308659,-533.871
0.2282,0.965076,-0.30877,-533.989
0.22825,0.965051,-0.308992,-534.104
0.2283,0.965087,-0.308669,-534.223
0.22835,0.965096,-0.308591,-534.34
0.2284,0.965095,-0.3086,-534.456
0.22845,0.965134,-0.308252,-534.574
0.2285,0.965072,-0.308805,-534.691
0.22855,0.965142,-0.308177,-534.804
0.2286,0.965102,-0.308539,-534.926
0.22865,0.965289,-0.306854,-535.041
0.2287,0.965175,-0.30788,-535.161
0.22875,0.964993,-0.309514,-535.274
0.2288,0.96498,-0.309632,-535.393
0.22885,0.96519,-0.307743,-535.508
0.2289,0.96519,-0.307742,-535.626
0.22895,0.965214,-0.307527,-535.742
0.229,0.965128,-0.308303,-535.86
0.22905,0.965094,-0.30861,-535.977
0.2291,0.96524,-0.307293,-536.097
0.22915,0.965285,-0.306892,-536.217
0.2292,0.965259,-0.307127,-536.332
0.22925,0.965235,-0.307337,-536.444
0.2293,0.965384,-0.305999,-536.564
0.22935,0.965305,-0.306713,-536.679
0.2294,0.965291,-0.306836,-536.797
0.22945,0.965323,-0.306551,-536.915
0.2295,0.965252,-0.307185,-537.029
0.22955,0.965345,-0.30635,-537.148
0.2296,0.96539,-0.305948,-537.265
0.22965,0.96536,-0.306214,-537.382
0.2297,0.965361,-0.306207,-537.502
0.22975,0.965345,-0.306349,-537.613
0.2298,0.965382,-0.306016,-537.731
0.22985,0.96542,-0.305671,-537.851
0.2299,0.965401,-0.305844,-537.965
0.22995,0.965413,-0.305739,-538.083
0.23,0.965203,-0.307627,-538.199
0.23005,0.965444,-0.305458,-538.315
0.2301,0.96545,-0.305403,-538.434
0.23015,0.96546,-0.305316,-538.551
0.2302,0.965462,-0.305297,-538.668
0.23025,0.965432,-0.30557,-538.786
0.2303,0.96549,-0.305044,-538.901
0.23035,0.965512,-0.304848,-539.019
0.2304,0.96531,-0.306662,-539.126
0.23045,0.965555,-0.304461,-539.256
0.2305,0.965479,-0.305144,-539.371
0.23055,0.965565,-0.304367,-539.489
0.2306,0.96556,-0.304416,-539.606
0.23065,0.965573,-0.304298,-539.722
0.2307,0.965573,-0.304294,-539.837
0.23075,0.96558,-0.304237,-539.958
0.2308,0.965575,-0.304277,-540.064
0.23085,0.965597,-0.304086,-540.189
0.2309,0.965626,-0.303825,-540.308
0.23095,0.965651,-0.303599,-540.422
0.231,0.965548,-0.304526,-540.542
0.23105,0.965679,-0.303345,-540.66
0.2311,0.965675,-0.30338,-540.775
0.23115,0.965686,-0.303278,-540.893
0.2312,0.965748,-0.302726,-541.008
0.23125,0.965018,-0.309296,-541.123
0.2313,0.965711,-0.303059,-541.241
0.23135,0.96573,-0.302885,-541.36
0.2314,0.965734,-0.302846,-541.473
0.23145,0.965739,-0.3028,-541.594
0.2315,0.965695,-0.303198,-541.71
0.23155,0.965797,-0.302287,-541.828
0.2316,0.965789,-0.302354,-541.944
0.23165,0.965803,-0.302227,-542.062
0.2317,0.965812,-0.30215,-542.178
0.23175,0.9658,-0.302256,-542.295
0.2318,0.965844,-0.30186,-542.412
0.23185,0.96589,-0.301447,-542.529
0.2319,0.965878,-0.301556,-542.646
0.23195,0.965888,-0.301468,-542.762
0.232,0.967561,-0.286434,-542.879
0.23205,0.965922,-0.301159,-542.997
0.2321,0.965906,-0.301302,-543.116
0.23215,0.96593,-0.301091,-543.233
0.2322,0.965921,-0.301167,-543.348
0.23225,0.965905,-0.301312,-543.465
0.2323,0.965962,-0.300798,-543.583
0.23235,0.965992,-0.300526,-543.699
